Rk,Player,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,GperSh,GperSoT,Dist,FK,PK,xG,NpxG,NpxGperSh,G-xG,Np:G-xG
2472,Shola Shoretire\00f0482f,FW,Manchester Utd,eng Premier League,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2473,Mahame Siby\6d075c67,MFDF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2474,Aboubakar Sidibé\ae5b93a0,FW,Clermont Foot,fr Ligue 1,25,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2475,Alassane Sidibe\f944979d,FW,Atalanta,it Serie A,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2476,Djibril Sidibé\4c5b714f,DF,Monaco,fr Ligue 1,29,1992,10.5,0,0.38,0.1,25,0.38,0.09,0,0,22.5,0.1,0,0.02,0.02,0.04,-0.02,-0.02
2477,Kaj Sierhuis\9c2b1f11,FW,Reims,fr Ligue 1,23,1998,0.9,0,2.22,0,0,2.25,0,0,,19,0,0,0.11,0.11,0.04,-0.11,-0.11
2478,Francisco Sierralta\0f933743,DF,Watford,eng Premier League,24,1997,4.7,0,0.21,0.21,100,0.21,0.21,0,0,9,0,0,0,0,0.05,0,0
2479,Arnór Sigurðsson\f209b81e,MFFW,Venezia,it Serie A,22,1999,2,0,0.5,0,0,0.49,0,0,,9,0,0,0.05,0.05,0.09,-0.05,-0.05
2480,Kiliann Sildillia\313254a3,DF,Freiburg,de Bundesliga,19,2002,1.9,0,0,0,,0,0,,,,0,0,0,0,,0,0
2481,Adrien Silva\d6f88a1d,MF,Sampdoria,it Serie A,32,1989,12,0,0.67,0.17,25,0.66,0.17,0,0,24.1,0,0,0.02,0.02,0.03,-0.02,-0.02
2482,André Silva\3effaa34,FW,RB Leipzig,de Bundesliga,25,1995,23.1,0.48,2.34,1,42.6,2.34,1,0.15,0.35,11.1,0,0.13,0.53,0.45,0.19,-0.05,-0.1
2483,Bernardo Silva\3eb22ec9,MFFW,Manchester City,eng Premier League,26,1994,31.7,0.25,1.48,0.6,40.4,1.48,0.6,0.17,0.42,12.4,0,0,0.21,0.21,0.14,0.04,0.04
2484,Caio Henrique Oliveira Silva\30af8b93,DF,Monaco,fr Ligue 1,24,1997,29.6,0.07,0.64,0.2,31.6,0.64,0.2,0.11,0.33,21.3,0.14,0,0.03,0.03,0.05,0.03,0.03
2485,David Silva\e2716bd0,MF,Real Sociedad,es La Liga,35,1986,19.1,0.1,1.1,0.31,28.6,1.1,0.31,0.1,0.33,15.9,0,0,0.14,0.14,0.13,-0.04,-0.04
2486,Fábio Silva\e7aa9d7c,FW,Wolves,eng Premier League,19,2002,6.4,0,2.97,0.78,26.3,2.99,0.79,0,0,13.2,0,0,0.36,0.36,0.12,-0.36,-0.36
2487,Gabriel Silva\4914ed4a,DF,Saint-Étienne,fr Ligue 1,30,1991,7.9,0,0.13,0,0,0.13,0,0,,16.8,0,0,0,0,0.04,0,0
2488,Jonathan Silva\f2308b33,DFMF,Getafe,es La Liga,27,1994,2.5,0,0.4,0.4,100,0.4,0.4,0,0,20.9,0,0,0,0,0.03,0,0
2489,Rui Silva\ea83bfa6,GK,Betis,es La Liga,27,1994,21.8,0,0,0,,0,0,,,,0,0,0,0,,0,0
2490,Thiago Silva\86e7deaf,DF,Chelsea,eng Premier League,36,1984,29.4,0.1,0.61,0.17,27.8,0.61,0.17,0.17,0.6,10.7,0,0,0.03,0.03,0.05,0.07,0.07
2491,Marco Silvestri\0d422df7,GK,Udinese,it Serie A,30,1991,35,0,0,0,,0,0,,,,0,0,0,0,,0,0
2492,Mohamed Simakan\fcb27134,DF,RB Leipzig,de Bundesliga,21,2000,22.3,0.04,0.54,0.13,25,0.54,0.13,0.08,0.33,11.4,0,0,0.04,0.04,0.08,0,0
2493,Giovanni Simeone\343c0d52,FW,Hellas Verona,it Serie A,26,1995,29.5,0.58,2.41,1.12,46.5,2.41,1.12,0.24,0.52,13.8,0,0,0.36,0.34,0.14,0.21,0.24
2494,Giovanni Simeone\343c0d52,FW,Cagliari,it Serie A,26,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2495,Giuliano Simeone\a6536561,DF,Atlético Madrid,es La Liga,18,2002,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
2496,Ellis Simms\26d3b5be,FW,Everton,eng Premier League,20,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,,0,0
2497,Moses Simon\5f3eaaf5,FWMF,Nantes,fr Ligue 1,26,1995,25.9,0.23,1.58,0.54,34.1,1.58,0.54,0.15,0.43,16.3,0.08,0,0.15,0.15,0.1,0.08,0.08
2498,Unai Simón\5dcf3e90,GK,Athletic Club,es La Liga,24,1997,34,0,0,0,,0,0,,,,0,0,0,0,,0,0
2499,Xavi Simons\da4d670f,FWMF,Paris S-G,fr Ligue 1,18,2003,1.5,0,1.33,0,0,1.36,0,0,,12.1,0,0,0.2,0.2,0.16,-0.2,-0.2
2500,Wilfried Singo\8b609c34,DF,Torino,it Serie A,20,2000,29,0.1,1.41,0.24,17.1,1.42,0.24,0.07,0.43,14.8,0,0,0.09,0.09,0.07,0.01,0.01
2501,Daley Sinkgraven\73000a79,DF,Leverkusen,de Bundesliga,26,1995,3.9,0,0.26,0.26,100,0.26,0.26,0,0,11.7,0,0,0.08,0.08,0.26,-0.08,-0.08
2502,Tobias Sippel\0d8a37c2,GK,M'Gladbach,de Bundesliga,33,1988,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2503,Hugo Siquet\c6cf860f,DF,Freiburg,de Bundesliga,19,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2504,Salvatore Sirigu\10dc46f0,GK,Genoa,it Serie A,34,1987,37,0,0,0,,0,0,,,,0,0,0,0,,0,0
2505,Issouf Sissokho\792a9d41,MF,Bordeaux,fr Ligue 1,19,2002,4.8,0,0.63,0.42,66.7,0.62,0.41,0,0,24,0,0,0.02,0.02,0.04,-0.02,-0.02
2506,Ibrahima Sissoko\0f8418aa,MFDF,Strasbourg,fr Ligue 1,23,1997,25.6,0.08,1.02,0.2,19.2,1.02,0.2,0.08,0.4,13.6,0,0,0.1,0.1,0.1,-0.02,-0.02
2507,Moussa Sissoko\2acd49b9,MF,Watford,eng Premier League,31,1989,35.8,0.06,0.7,0.22,32,0.7,0.22,0.08,0.25,16.4,0,0,0.09,0.09,0.14,-0.04,-0.04
2508,Nelson Sissoko\12bd0579,DF,Saint-Étienne,fr Ligue 1,24,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
2509,Sambou Sissoko\e4bb1f08,MFDF,Reims,fr Ligue 1,22,1999,2,0,1.5,0,0,1.53,0,0,,21.8,0,0,0.1,0.1,0.05,-0.1,-0.1
2510,Antonio Sivera\9970da54,GK,Alavés,es La Liga,24,1996,3.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2511,Ellyes Skhiri\c2211709,MF,Köln,de Bundesliga,26,1995,20.2,0.2,1.14,0.4,34.8,1.14,0.4,0.17,0.5,15.1,0,0,0.16,0.16,0.14,0.03,0.03
2512,Oliver Skipp\6250083a,MF,Tottenham,eng Premier League,20,2000,15,0,0.27,0.07,25,0.27,0.07,0,0,24.1,0,0,0.01,0.01,0.05,-0.01,-0.01
2513,Leo Skiri Østigård\b35a7399,DF,Genoa,it Serie A,21,1999,13,0,0.54,0.08,14.3,0.54,0.08,0,0,18.3,0,0,0.02,0.02,0.03,-0.02,-0.02
2514,Łukasz Skorupski\ab4449d6,GK,Bologna,it Serie A,30,1991,36,0,0,0,,0,0,,,,0,0,0,0,,0,0
2515,Andreas Skov Olsen\c50cee19,DFFW,Bologna,it Serie A,21,1999,8.3,0,0.84,0.24,28.6,0.84,0.24,0,0,13.7,0,0,0.11,0.11,0.13,-0.11,-0.11
2516,Robert Skov\ff98492b,DFFW,Hoffenheim,de Bundesliga,25,1996,4.1,0,2.93,0.49,16.7,2.93,0.49,0,0,17.8,0.24,0,0.2,0.2,0.06,-0.2,-0.2
2517,Milan Škriniar\30f5ffa9,DF,Inter,it Serie A,26,1995,35,0.09,0.74,0.23,30.8,0.74,0.23,0.12,0.38,10.4,0,0,0.07,0.07,0.1,0.01,0.01
2518,Islam Slimani\ffec9769,FW,Lyon,fr Ligue 1,33,1988,6.4,0.16,1.88,0.63,33.3,1.88,0.63,0.08,0.25,10.3,0,0,0.28,0.28,0.15,-0.13,-0.13
2519,William Smallbone\5e105217,MFFW,Southampton,eng Premier League,21,2000,1.5,0,0.67,0,0,0.68,0,0,,17.5,0,0,0.07,0.07,0.08,-0.07,-0.07
2520,Chris Smalling\b6964eb6,DF,Roma,it Serie A,31,1989,23.2,0.13,0.47,0.13,27.3,0.47,0.13,0.27,1,7.2,0,0,0.07,0.07,0.16,0.06,0.06
2521,Emile Smith Rowe\17695062,MFFW,Arsenal,eng Premier League,21,2000,21.3,0.47,1.88,1.08,57.5,1.87,1.08,0.25,0.43,15.5,0,0,0.27,0.27,0.14,0.2,0.2
2522,Cédric Soares\839c14e1,DF,Arsenal,eng Premier League,29,1991,16.5,0.06,0.73,0.06,8.3,0.73,0.06,0.08,1,21.7,0.12,0,0.03,0.03,0.04,0.03,0.03
2523,Danilo Soares\c05f2f8c,DF,Bochum,de Bundesliga,29,1991,28.5,0,0.46,0.04,7.7,0.46,0.04,0,0,25.2,0.07,0,0.02,0.02,0.04,-0.02,-0.02
2524,Rubén Sobrino\19b776e9,MF,Valencia,es La Liga,29,1992,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2525,Rubén Sobrino\19b776e9,FWMF,Cádiz,es La Liga,29,1992,20.7,0.19,1.64,0.48,29.4,1.64,0.48,0.12,0.4,12,0,0,0.3,0.3,0.19,-0.11,-0.11
2526,Alex Sola\5fa714d5,DFFW,Real Sociedad,es La Liga,22,1999,0.5,0,2,0,0,2.2,0,0,,19.2,0,0,0.2,0.2,0.09,-0.2,-0.2
2527,Augusto Solari\3ca6106c,MFDF,Celta Vigo,es La Liga,29,1992,7.9,0,0.89,0.13,14.3,0.88,0.13,0,0,25.1,0,0,0.05,0.05,0.06,-0.05,-0.05
2528,Roberto Soldado\9d66fbe3,FW,Levante,es La Liga,36,1985,7.4,0.41,2.3,1.08,47.1,2.3,1.08,0.18,0.38,11.8,0,0,0.47,0.47,0.21,-0.07,-0.07
2529,Carlos Soler\fed17f5a,MF,Valencia,es La Liga,24,1997,27.5,0.4,1.2,0.51,42.4,1.2,0.51,0.12,0.29,24.1,0.22,0.25,0.29,0.1,0.09,0.11,0.04
2530,Yann Sommer\420c18a1,GK,M'Gladbach,de Bundesliga,32,1988,33,0,0,0,,0,0,,,,0,0,0,0,,0,0
2531,Son\037dbd30,DF,Levante,es La Liga,27,1994,21.9,0.05,0.64,0.32,50,0.64,0.32,0.07,0.14,19.3,0,0,0.05,0.05,0.08,-0.01,-0.01
2532,Brandon Soppy\28f66c2e,DFMF,Udinese,it Serie A,19,2002,8.6,0,0.7,0.23,33.3,0.69,0.23,0,0,12.5,0,0,0.05,0.05,0.07,-0.05,-0.05
2533,David Soria\8f8c6934,GK,Getafe,es La Liga,28,1993,37.9,0,0,0,,0,0,,,,0,0,0,0,,0,0
2534,Roberto Soriano\9d4c45d6,MFFW,Bologna,it Serie A,30,1991,29.1,0,0.86,0.27,32,0.86,0.27,0,0,17.8,0,0,0.07,0.07,0.07,-0.07,-0.07
2535,Alberto Soro\452c3055,MFFW,Granada,es La Liga,22,1999,6.4,0,1.09,0.63,57.1,1.09,0.62,0,0,11.8,0,0,0.09,0.09,0.09,-0.09,-0.09
2536,Borna Sosa\af0d79a9,DF,Stuttgart,de Bundesliga,23,1998,27.8,0.04,0.9,0.22,24,0.9,0.22,0.04,0.17,22,0.07,0,0.03,0.03,0.03,0,0
2537,Hugo Sotelo\3aa74860,MF,Celta Vigo,es La Liga,17,2003,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
2538,Florian Sotoca\7a42d0df,FWMF,Lens,fr Ligue 1,30,1990,27.6,0.22,2.46,0.83,33.8,2.47,0.83,0.06,0.17,14.7,0,0.07,0.31,0.26,0.1,-0.09,-0.11
2539,Riccardo Sottil\94816803,FW,Fiorentina,it Serie A,22,1999,13.8,0.22,1.59,0.72,45.5,1.6,0.73,0.14,0.3,16.7,0.07,0,0.18,0.18,0.12,0.04,0.04
2540,Tomáš Souček\6613c819,MF,West Ham,eng Premier League,26,1995,34,0.15,1.32,0.32,24.4,1.32,0.32,0.11,0.45,11.9,0,0,0.14,0.13,0.1,0.01,0.02
2541,Matìas Soulé\c13ddd3e,FW,Juventus,it Serie A,18,2003,0.1,0,20,0,0,36,0,0,,27.2,10,0,1,1,0.07,-1,-1
2542,Sambou Soumano\7cc00776,FW,Lorient,fr Ligue 1,20,2001,5,0.6,3.6,0.8,22.2,3.62,0.81,0.17,0.75,10.6,0,0,0.68,0.68,0.19,-0.08,-0.08
2543,Adama Soumaoro\7b075c75,DF,Bologna,it Serie A,29,1992,25.2,0,0.28,0.04,14.3,0.28,0.04,0,0,7.8,0,0,0.04,0.04,0.12,-0.04,-0.04
2544,Boubakary Soumaré\ae59b359,MF,Leicester City,eng Premier League,22,1999,12.2,0,0.49,0.16,33.3,0.49,0.16,0,0,17.4,0,0,0.03,0.03,0.07,-0.03,-0.03
2545,Arnaud Souquet\4e0afc5d,DF,Montpellier,fr Ligue 1,29,1992,25.9,0.04,0.69,0.15,22.2,0.69,0.15,0.06,0.25,24.2,0,0,0.02,0.02,0.03,0.02,0.02
2546,Djibril Sow\4c6facae,MF,Eint Frankfurt,de Bundesliga,24,1997,26.8,0.07,0.6,0.11,18.8,0.6,0.11,0.13,0.67,23.8,0,0,0.02,0.02,0.04,0.05,0.05
2547,Saidou Sow\f6b94e8d,DF,Saint-Étienne,fr Ligue 1,19,2002,11,0.18,0.27,0.18,66.7,0.27,0.18,0.67,1,5.5,0,0,0.04,0.04,0.12,0.15,0.15
2548,Çağlar Söyüncü\21166ff4,DF,Leicester City,eng Premier League,25,1996,27.7,0.04,0.29,0.04,12.5,0.29,0.04,0.13,1,12,0,0,0.05,0.05,0.17,-0.01,-0.01
2549,Leonardo Spinazzola\3626daea,DF,Roma,it Serie A,28,1993,1.4,0,1.43,0,0,1.42,0,0,,23.6,0,0,0.07,0.07,0.03,-0.07,-0.07
2550,Marco Sportiello\ac4003af,GK,Atalanta,it Serie A,29,1992,5,0,0,0,,0,0,,,,0,0,0,0,,0,0
2551,Tony Springett\35be8087,FWMF,Norwich City,eng Premier League,18,2002,1.6,0,0.63,0.63,100,0.64,0.64,0,0,13,0,0,0.19,0.19,0.27,-0.19,-0.19
2552,Jerry St. Juste\90339309,DF,Mainz 05,de Bundesliga,24,1996,6.7,0.15,1.79,0.45,25,1.79,0.45,0.08,0.33,16.9,0.15,0,0.13,0.13,0.08,0.01,0.01
2553,Anton Stach\0f59a7bf,MF,Mainz 05,de Bundesliga,22,1998,20.7,0.05,2.37,0.58,24.5,2.37,0.58,0.02,0.08,24.8,0.39,0,0.08,0.08,0.03,-0.03,-0.03
2554,Kostas Stafylidis\861e0116,DFMF,Bochum,de Bundesliga,27,1993,15.4,0,1.04,0.32,31.3,1.04,0.32,0,0,28.4,0.19,0,0.03,0.03,0.03,-0.03,-0.03
2555,Luca Stanga\2967bcd0,DF,Milan,it Serie A,19,2002,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
2556,Josip Stanišić\7ed08d5c,DF,Bayern Munich,de Bundesliga,21,2000,7.2,0.14,0.56,0.42,75,0.56,0.42,0.25,0.33,11,0,0,0.04,0.04,0.08,0.1,0.1
2557,Niklas Stark\aad48be9,DFMF,Hertha BSC,de Bundesliga,26,1995,22.6,0.04,0.53,0.18,33.3,0.53,0.18,0.08,0.25,13.8,0,0,0.04,0.04,0.06,0.01,0.01
2558,Jason Steele\28300a16,GK,Brighton,eng Premier League,30,1990,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2559,Jed Steer\a8a3d139,GK,Aston Villa,eng Premier League,28,1992,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2560,Renato Steffen\dd669209,FWMF,Wolfsburg,de Bundesliga,29,1991,10.7,0,1.21,0.19,15.4,1.21,0.19,0,0,14.3,0,0,0.12,0.12,0.1,-0.12,-0.12
2561,Zack Steffen\42130443,GK,Manchester City,eng Premier League,26,1995,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2562,Calvin Stengs\8f7e6783,MF,Nice,fr Ligue 1,22,1998,11.9,0.08,1.76,0.5,28.6,1.76,0.5,0.05,0.17,17.3,0,0,0.25,0.25,0.14,-0.17,-0.17
2563,Pascal Stenzel\99f7e9aa,DF,Stuttgart,de Bundesliga,25,1996,10,0,0.7,0.3,42.9,0.7,0.3,0,0,24.9,0.1,0,0.03,0.03,0.04,-0.03,-0.03
2564,Dale Stephens\653ee42d,MF,Burnley,eng Premier League,32,1989,1.4,0,0.71,0,0,0.73,0,0,,21,0,0,0,0,0.03,0,0
2565,Jack Stephens\6adbc307,DF,Southampton,eng Premier League,27,1994,9,0,0,0,,0,0,,,,0,0,0,0,,0,0
2566,Raheem Sterling\b400bde0,FW,Manchester City,eng Premier League,26,1994,23.6,0.55,2.29,1.06,46.3,2.28,1.06,0.2,0.44,13.8,0,0.08,0.61,0.51,0.22,-0.06,-0.04
2567,Finley Stevens\7e003182,DF,Brentford,eng Premier League,18,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2568,Angelo Stiller\3b1ed320,MF,Hoffenheim,de Bundesliga,20,2001,18.8,0.11,0.8,0.21,26.7,0.8,0.21,0.13,0.5,17.2,0,0,0.05,0.05,0.07,0.05,0.05
2569,Lars Stindl\7cd6badb,MFFW,M'Gladbach,de Bundesliga,32,1988,18.1,0.22,2.32,0.77,33.3,2.32,0.77,0.1,0.29,18,0.11,0,0.35,0.27,0.12,-0.13,-0.05
2570,Riccardo Stivanello\90e1d9dc,DF,Bologna,it Serie A,17,2004,0.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
2571,Kevin Stöger\e5649a78,MFFW,Mainz 05,de Bundesliga,27,1993,4.7,0.21,3.4,1.28,37.5,3.44,1.29,0.06,0.17,20.4,0.64,0,0.34,0.34,0.1,-0.13,-0.13
2572,Petar Stojanović\13b44b02,DF,Empoli,it Serie A,25,1995,30.4,0.03,0.39,0.1,25,0.39,0.1,0.08,0.33,19.9,0,0,0.03,0.03,0.08,0,0
2573,John Stones\5eecec3d,DF,Manchester City,eng Premier League,27,1994,12.4,0.08,0.73,0.4,55.6,0.72,0.4,0.11,0.2,12.8,0,0,0.08,0.08,0.12,0,0
2574,Thomas Strakosha\339fe0e8,GK,Lazio,it Serie A,26,1995,23,0,0,0,,0,0,,,,0,0,0,0,,0,0
2575,Stefan Strandberg\6d5e62b0,DF,Salernitana,it Serie A,31,1990,10.4,0,0.87,0.19,22.2,0.87,0.19,0,0,13.6,0.1,0,0.04,0.04,0.04,-0.04,-0.04
2576,Dávid Strelec\2cb9486d,FWMF,Spezia,it Serie A,20,2001,5.6,0.18,0.89,0.71,80,0.9,0.72,0.2,0.25,15.9,0,0,0.07,0.07,0.08,0.11,0.11
2577,Tobias Strobl\17780d2b,MFDF,Augsburg,de Bundesliga,31,1990,3.6,0,0.56,0.28,50,0.56,0.28,0,0,17,0,0,0.03,0.03,0.05,-0.03,-0.03
2578,Kevin Strootman\ef2e5e1a,MF,Cagliari,it Serie A,31,1990,7.1,0,0.14,0,0,0.14,0,0,,15.2,0,0,0,0,0.02,0,0
2579,Pascal Struijk\f4d296e4,DF,Leeds United,eng Premier League,21,1999,22.8,0.04,0.48,0.13,27.3,0.48,0.13,0.09,0.33,7.8,0,0,0.06,0.06,0.12,-0.01,-0.01
2580,Jens Stryger Larsen\f91e81c9,DF,Udinese,it Serie A,30,1991,7.6,0,1.18,0.53,44.4,1.18,0.53,0,0,17.3,0,0,0.09,0.09,0.08,-0.09,-0.09
2581,Leo Štulac\92948398,MF,Empoli,it Serie A,26,1994,9.3,0.22,0.97,0.32,33.3,0.97,0.32,0.22,0.67,24.6,0.22,0,0.03,0.03,0.04,0.18,0.18
2582,Stefano Sturaro\2334478a,MF,Genoa,it Serie A,28,1993,19.6,0,0.46,0,0,0.46,0,0,,18.9,0,0,0.03,0.03,0.05,-0.03,-0.03
2583,Damián Suárez\ba5004e1,DF,Getafe,es La Liga,33,1988,30.1,0,0.47,0.13,28.6,0.46,0.13,0,0,30.3,0.07,0,0.02,0.02,0.04,-0.02,-0.02
2584,Denis Suárez\12c50af5,MF,Celta Vigo,es La Liga,27,1994,31.3,0.13,0.67,0.26,38.1,0.67,0.26,0.19,0.5,20.7,0.03,0,0.06,0.06,0.09,0.07,0.07
2585,Luis Suárez\a6154613,FW,Atlético Madrid,es La Liga,34,1987,20.4,0.54,2.5,1.13,45.1,2.5,1.13,0.18,0.39,20,0.1,0.1,0.44,0.33,0.13,0.1,0.11
2586,Mario Suárez\7106f0a0,DF,Rayo Vallecano,es La Liga,34,1987,7.9,0,1.14,0.38,33.3,1.14,0.38,0,0,12.7,0,0,0.11,0.11,0.1,-0.11,-0.11
2587,Isaac Success\f573a8bf,FW,Udinese,it Serie A,25,1996,10.1,0.2,2.48,1.29,52,2.47,1.28,0.08,0.15,16.5,0,0,0.25,0.25,0.1,-0.05,-0.05
2588,Niklas Süle\e33c06cf,DF,Bayern Munich,de Bundesliga,25,1995,20.4,0.05,0.78,0.29,37.5,0.78,0.29,0.06,0.17,17.6,0,0,0.07,0.07,0.09,-0.02,-0.02
2589,Kamaldeen Sulemana\a62f8bf1,MFFW,Rennes,fr Ligue 1,19,2002,11.3,0.35,2.3,0.71,30.8,2.31,0.71,0.15,0.5,20,0,0,0.22,0.22,0.09,0.13,0.13
2590,Crysencio Summerville\df04eb4b,MFFW,Leeds United,eng Premier League,19,2001,1.4,0,1.43,0,0,1.38,0,0,,11.9,0,0,0.21,0.21,0.13,-0.21,-0.21
2591,Vladyslav Supriaha\73affbb6,FW,Sampdoria,it Serie A,21,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2592,Suso\4e219ad2,FW,Sevilla,es La Liga,27,1993,4.3,0,1.4,0.47,33.3,1.41,0.47,0,0,22.3,0,0,0.05,0.05,0.04,-0.05,-0.05
2593,Bosko Sutalo\1d0bb7e4,DF,Hellas Verona,it Serie A,21,2000,10.2,0,0.49,0.1,20,0.49,0.1,0,0,16.8,0,0,0.03,0.03,0.05,-0.03,-0.03
2594,Mattias Svanberg\92d83c27,MF,Bologna,it Serie A,22,1999,28.5,0.11,1.37,0.46,33.3,1.37,0.46,0.08,0.23,19.9,0.07,0,0.07,0.07,0.05,0.04,0.04
2595,Michael Svoboda\8abd174d,DF,Venezia,it Serie A,22,1998,13.7,0,0.58,0,0,0.58,0,0,,6.1,0,0,0.07,0.07,0.12,-0.07,-0.07
2596,Abdoulaye Sylla\2aeb43f1,DF,Nantes,fr Ligue 1,21,2000,1.7,0,0,0,,0,0,,,,0,0,0,0,,0,0
2597,Mamadou Sylla\e5ec95f8,FW,Alavés,es La Liga,27,1994,4.4,0,0.45,0,0,0.46,0,0,,8.4,0,0,0.05,0.05,0.1,-0.05,-0.05
2598,Mamadou Sylla\e5ec95f8,FWMF,Rayo Vallecano,es La Liga,27,1994,2.8,0,3.93,0.36,9.1,3.91,0.36,0,0,10.2,0.36,0,0.61,0.61,0.15,-0.61,-0.61
2599,Ádám Szalai\53e07d0b,FW,Mainz 05,de Bundesliga,33,1987,2.9,0.34,3.1,1.03,33.3,3.12,1.04,0.11,0.33,13.5,0,0,0.34,0.34,0.11,0,0
2600,Wojciech Szczęsny\01b8a2b2,GK,Juventus,it Serie A,31,1990,33,0,0,0,,0,0,,,,0,0,0,0,,0,0
2601,Dominik Szoboszlai\934e1968,MFFW,RB Leipzig,de Bundesliga,20,2000,17.1,0.35,2.34,0.82,35,2.33,0.82,0.15,0.43,21.8,0.41,0,0.28,0.24,0.1,0.07,0.11
2602,Jakob Sørensen\953c30b0,MFDF,Norwich City,eng Premier League,23,1998,6.7,0,0.75,0.15,20,0.75,0.15,0,0,14.4,0,0,0.06,0.06,0.08,-0.06,-0.06
2603,Alexander Sørloth\e92cd3f7,FW,Real Sociedad,es La Liga,25,1995,19.6,0.2,1.89,0.61,32.4,1.89,0.61,0.11,0.33,11.6,0,0,0.33,0.33,0.18,-0.13,-0.13
2604,Tachi\8b625720,DF,Alavés,es La Liga,23,1997,2.7,0,0,0,,0,0,,,,0,0,0,0,,0,0
2605,Jonathan Tah\bd142efb,DF,Leverkusen,de Bundesliga,25,1996,32,0.06,0.47,0.09,20,0.47,0.09,0.13,0.67,10.5,0,0,0.03,0.03,0.08,0.03,0.03
2606,Waniss Taibi\95192fe4,MFDF,Angers,fr Ligue 1,19,2002,1.5,0,0.67,0,0,0.68,0,0,,13.9,0,0,0.07,0.07,0.06,-0.07,-0.07
2607,Flavien Tait\a0f9b535,MF,Rennes,fr Ligue 1,28,1993,23.6,0.21,1.82,0.51,27.9,1.82,0.51,0.12,0.42,19.8,0,0,0.14,0.14,0.07,0.08,0.08
2608,Adrien Tameze\8da74c05,MFDF,Hellas Verona,it Serie A,27,1994,28.6,0.14,0.8,0.24,30.4,0.8,0.24,0.17,0.57,20.6,0,0,0.05,0.05,0.06,0.09,0.09
2609,Japhet Tanganga\e9971f2d,DF,Tottenham,eng Premier League,22,1999,8.2,0,0.85,0.24,28.6,0.86,0.24,0,0,13.1,0,0,0.05,0.05,0.05,-0.05,-0.05
2610,Renato Tapia\34269bdf,MF,Celta Vigo,es La Liga,26,1995,15.7,0,0.76,0.19,25,0.76,0.19,0,0,24.3,0,0,0.03,0.03,0.04,-0.03,-0.03
2611,Edmond Tapsoba\a73c8f95,DF,Leverkusen,de Bundesliga,22,1999,20.2,0.05,0.35,0.05,14.3,0.35,0.05,0.14,1,9.1,0,0,0.02,0.02,0.06,0.03,0.03
2612,Florian Tardieu\ed39121c,MF,Troyes,fr Ligue 1,29,1992,29.2,0.14,0.68,0.17,25,0.68,0.17,0,0,29.9,0.14,0.14,0.13,0.03,0.04,0.01,-0.03
2613,Matt Targett\e514ab62,DF,Aston Villa,eng Premier League,25,1995,15.9,0.06,0.44,0.13,28.6,0.44,0.13,0.14,0.5,13.4,0,0,0.03,0.03,0.07,0.03,0.03
2614,Matt Targett\e514ab62,DF,Newcastle Utd,eng Premier League,25,1995,16,0,0.38,0.19,50,0.37,0.19,0,0,16.4,0,0,0.02,0.02,0.05,-0.02,-0.02
2615,Oussama Targhalline\abd56820,FW,Marseille,fr Ligue 1,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2616,James Tarkowski\15ea812b,DF,Burnley,eng Premier League,28,1992,34.5,0.03,0.67,0.17,26.1,0.67,0.17,0.04,0.17,10.6,0,0,0.06,0.06,0.09,-0.03,-0.03
2617,Ciprian Tătărușanu\b056e3da,GK,Milan,it Serie A,35,1986,6,0,0,0,,0,0,,,,0,0,0,0,,0,0
2618,Niklas Tauer\27270af4,DFMF,Mainz 05,de Bundesliga,20,2001,5.4,0,0.37,0.37,100,0.37,0.37,0,0,19.4,0,0,0.04,0.04,0.12,-0.04,-0.04
2619,Nuno Tavares\a65c844b,DF,Arsenal,eng Premier League,21,2000,13.1,0.08,1.76,0.15,8.7,1.76,0.15,0.04,0.5,19.8,0,0,0.11,0.11,0.06,-0.04,-0.04
2620,Charlie Taylor\cc2d7ad5,DF,Burnley,eng Premier League,27,1993,30.3,0,0.23,0,0,0.23,0,0,,21.6,0,0,0.01,0.01,0.03,-0.01,-0.01
